uuid,rol_sii,area_ha,tier,tipo,titular_documental,estado_titularidad,nombre,centroide_lon,centroide_lat,manz_sii,predio_num,sector,estado_sii,conflictos,hipotesis,fuentes,alias_historicos
7ac4b5399319,78-2,10227.6478,2,desconocido,BLOQUEADO,HIPÓTESIS · macro-bloque rural mayor,Macro-bloque 78-2,-71.0628422605,-29.4547649086,78.000000000000000,2.000000000000000,,V,,10.262 ha · probable predio rural mayor o fiscal,QUALITY_SCAN_CATASTRO_SII §2,
29a5b610c87f,49-13,8671.2674,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 49-13,-71.2436384669,-29.3462288456,49.000000000000000,13.000000000000000,,V,,,,
6d3c9106145c,0-0,8375.5266,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 0-0,-71.2035633953,-29.5932527322,0.000000000000000,0.000000000000000,,V,,,,
c8f4ea550bff,28-5,6684.2149,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 28-5,-71.2318755615,-29.4026817407,28.000000000000000,5.000000000000000,,V,,,,
d63accfb993d,79-13,5301.2185,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 79-13,-70.991994495,-29.5191316673,79.000000000000000,13.000000000000000,,V,,,,
46f56455cc48,79-12,5112.8101,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 79-12,-70.9529250619,-29.4730770735,79.000000000000000,12.000000000000000,,V,,,,
334e91458afc,79-11,5032.869,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 79-11,-70.9438444021,-29.4337773508,79.000000000000000,11.000000000000000,,V,,,,
3f5f86e190a8,0-0,4261.0099,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 0-0,-71.2581671827,-29.6518862026,0.000000000000000,0.000000000000000,,V,,,,
e89a35678ff9,28-3,3878.5017,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 28-3,-71.2829350253,-29.5577579499,28.000000000000000,3.000000000000000,,V,,,,
f142d1e700ab,33-1,2605.6181,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 33-1,-71.2807604567,-29.4825733112,33.000000000000000,1.000000000000000,,V,,,,
31dde2993e62,0-0,2148.5084,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 0-0,-70.9576632288,-29.182958493,0.000000000000000,0.000000000000000,,V,,,,
363b97d0b25b,51-21,2075.9826,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 51-21,-71.1014274121,-29.3922468636,51.000000000000000,21.000000000000000,,V,,,,
239164ba2ce8,28-3,2048.0992,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 28-3,-71.3159795732,-29.5652592071,28.000000000000000,3.000000000000000,,V,,,,
b0163cba0daf,0-0,1696.4344,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 0-0,-70.5560283809,-29.472116763,0.000000000000000,0.000000000000000,,V,,,,
44e15db8908b,79-16,1611.9876,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 79-16,-70.9009275369,-29.3538717044,79.000000000000000,16.000000000000000,,V,,,,
69bc09b9d5ef,79-10,1470.846,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 79-10,-70.9380664337,-29.3937694224,79.000000000000000,10.000000000000000,,V,,,,
522d7e5f9815,0-0,1444.7703,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 0-0,-71.2362414453,-29.4703499884,0.000000000000000,0.000000000000000,,V,,,,
75faff4a6540,79-8,1400.5468,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 79-8,-71.0011046494,-29.3881302739,79.000000000000000,8.000000000000000,,V,,,,
5f77db983d80,79-9,1383.1856,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 79-9,-70.9668913905,-29.3933120552,79.000000000000000,9.000000000000000,,V,,,,
1c2ddf6e6490,33-436,1248.0413,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 33-436,-71.2749175937,-29.431864588,33.000000000000000,436.000000000000000,,V,,,,
63253ad75074,24-153,1219.6018,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 24-153,-71.2270212877,-29.5477121967,24.000000000000000,153.000000000000000,,V,,,,
4da2f277866a,33-270,1112.6289,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 33-270,-71.3154653488,-29.4009629327,33.000000000000000,270.000000000000000,,V,,,,
6b156ca2a0fb,79-28,1036.5792,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 79-28,-70.7150417464,-29.4451341257,79.000000000000000,28.000000000000000,,V,,,,
794b07ba94b5,0-0,824.9442,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 0-0,-71.1273649709,-29.3419501158,0.000000000000000,0.000000000000000,,V,,,,
57684115d544,0-0,732.9356,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 0-0,-71.1846298426,-29.3307839925,0.000000000000000,0.000000000000000,,V,,,,
712eb315380d,0-0,664.6131,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 0-0,-71.2357388342,-29.5794180594,0.000000000000000,0.000000000000000,,V,,,,
ef3af4a49a3b,0-0,641.4504,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 0-0,-71.2990334576,-29.2944903069,0.000000000000000,0.000000000000000,Quebrada Los Choros,V,,,,
d3fff61de99b,0-0,610.5289,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 0-0,-71.1018659341,-29.3511415353,0.000000000000000,0.000000000000000,,V,,,,
9dc4b0e878ae,0-0,411.6497,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 0-0,-70.8553280448,-29.2629125269,0.000000000000000,0.000000000000000,Quebrada El Pelicano,V,,,,
35263b364eea,24-156,360.3034,2,desconocido,BLOQUEADO,ANOMALIA_GEOGRAFICA · 4 poligonos dispersos 30km,rol 24-156 disperso,-70.8828478416,-29.1743440401,24.000000000000000,156.000000000000000,,V,mismo rol asignado a 4 predios separados (caso emblema doctrina rol-sii),error catastral SII · reasignación múltiple histórica,arqueo B1 catastro KMZ-06,
8be530f3dfe4,0-0,314.7056,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 0-0,-71.1822668625,-29.3877455454,0.000000000000000,0.000000000000000,Quebrada Choros Altos,V,,,,
db42ae526060,0-0,295.4282,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 0-0,-71.0504232252,-29.410057241,0.000000000000000,0.000000000000000,Quebrada Agua Grande,V,,,,
a2d38afd16f2,0-0,289.5696,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 0-0,-70.873617227,-29.3902516135,0.000000000000000,0.000000000000000,Quebrada Los Choros,V,,,,
a0901e011324,0-0,287.6534,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 0-0,-70.6182393055,-29.4606669206,0.000000000000000,0.000000000000000,,V,,,,
a94b2fbc3187,0-0,241.3788,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 0-0,-71.0017657577,-29.3672468468,0.000000000000000,0.000000000000000,Quebrada Los Choros,V,,,,
9dc39401b567,24-156,230.823,2,desconocido,BLOQUEADO,ANOMALIA_GEOGRAFICA · 4 poligonos dispersos 30km,rol 24-156 disperso,-71.0074632371,-29.3204956544,24.000000000000000,156.000000000000000,,V,mismo rol asignado a 4 predios separados (caso emblema doctrina rol-sii),error catastral SII · reasignación múltiple histórica,arqueo B1 catastro KMZ-06,
a387dc3557f5,24-156,189.2397,2,desconocido,BLOQUEADO,ANOMALIA_GEOGRAFICA · 4 poligonos dispersos 30km,rol 24-156 disperso,-70.8292079678,-29.1434068748,24.000000000000000,156.000000000000000,,V,mismo rol asignado a 4 predios separados (caso emblema doctrina rol-sii),error catastral SII · reasignación múltiple histórica,arqueo B1 catastro KMZ-06,
7466fb9ca275,24-156,182.9181,2,desconocido,BLOQUEADO,ANOMALIA_GEOGRAFICA · 4 poligonos dispersos 30km,rol 24-156 disperso,-71.023497006,-29.3430536566,24.000000000000000,156.000000000000000,,V,mismo rol asignado a 4 predios separados (caso emblema doctrina rol-sii),error catastral SII · reasignación múltiple histórica,arqueo B1 catastro KMZ-06,
3c918154bfaf,24-4,172.6373,2,desconocido,BLOQUEADO · alias histórico 24-160,AMBIGUO · 24-4 y 24-160 pueden coexistir o estar superpuestos,rol 24-4 (alias histórico 24-160?),-71.0823034315,-29.3643568383,24.000000000000000,4.000000000000000,,V,"si KMZ-06 muestra 24-4 vigente y también 24-160, hay duplicación",,P2.8,rol pre-mutación de 24-160
5789e3431270,0-0,159.9679,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 0-0,-70.7287362302,-29.4581901334,0.000000000000000,0.000000000000000,Quebrada Los Choros,V,,,,
8fc33f7d6997,0-0,159.084,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 0-0,-71.3103261168,-29.3153321085,0.000000000000000,0.000000000000000,,V,,,,
2ab548176470,0-0,148.0256,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 0-0,-71.3385973438,-29.2482625644,0.000000000000000,0.000000000000000,,V,,,,
59b668f99eda,0-0,133.474,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 0-0,-71.2287165541,-29.522299534,0.000000000000000,0.000000000000000,,V,,,,
2c999588103e,0-0,117.0997,2,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 0-0,-71.3659596076,-29.2598206923,0.000000000000000,0.000000000000000,PASAJE INTERIOR,V,,,,
88908deb0cb6,24-4,13.1966,2,desconocido,BLOQUEADO · alias histórico 24-160,AMBIGUO · 24-4 y 24-160 pueden coexistir o estar superpuestos,rol 24-4 (alias histórico 24-160?),-71.0216835118,-29.3556844927,24.000000000000000,4.000000000000000,,V,"si KMZ-06 muestra 24-4 vigente y también 24-160, hay duplicación",,P2.8,rol pre-mutación de 24-160
891a3c5dbe30,24-87,993.8392,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 24-87,-70.9944421815,-29.3278289273,24.000000000000000,87.000000000000000,,V,,,,
57e37e9d7969,79-17,952.1144,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 79-17,-70.8493293917,-29.3738465867,79.000000000000000,17.000000000000000,,V,,,,
3ea3a800b26b,24-153,944.3051,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 24-153,-71.2555500585,-29.5398828107,24.000000000000000,153.000000000000000,,V,,,,
023bf583b08d,79-23,939.5199,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 79-23,-70.8823784273,-29.3609792923,79.000000000000000,23.000000000000000,,V,,,,
4e2df94cac7c,79-24,930.0996,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 79-24,-70.8592658586,-29.3623178317,79.000000000000000,24.000000000000000,,V,,,,
5c6b722ea833,33-4,898.7713,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 33-4,-71.2878224672,-29.4095706011,33.000000000000000,4.000000000000000,,V,,,,
7e9be407ed17,33-1,882.9293,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 33-1,-71.3146351425,-29.492948696,33.000000000000000,1.000000000000000,,V,,,,
ec6d97bacb94,24-136,882.6648,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 24-136,-70.8391389987,-29.1639154777,24.000000000000000,136.000000000000000,,V,,,,
3fc02bf1b1e4,24-67,868.0652,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 24-67,-70.8024632967,-29.1420979442,24.000000000000000,67.000000000000000,,V,,,,
a46f782222bb,33-271,810.5087,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 33-271,-71.3161841663,-29.3679223091,33.000000000000000,271.000000000000000,,V,,,,
c73ce0a2eb41,180-121,769.456,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 180-121,-71.434390908,-29.2475764755,180.000000000000000,121.000000000000000,,V,,,,
75d8f43aac93,24-134,759.7443,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 24-134,-70.8852359441,-29.156864196,24.000000000000000,134.000000000000000,,V,,,,
b0afa41afa23,24-42,566.4639,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 24-42,-71.2457306061,-29.4912418559,24.000000000000000,42.000000000000000,,V,,,,
645951d5597f,30-3,529.2902,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 30-3,-71.2347075534,-29.4534593612,30.000000000000000,3.000000000000000,,V,,,,
3317b094809e,24-135,524.6087,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 24-135,-70.861412347,-29.1698207724,24.000000000000000,135.000000000000000,,V,,,,
14de7659b7cf,51-22,511.6203,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 51-22,-71.1051180495,-29.3742101699,51.000000000000000,22.000000000000000,,V,,,,
0dc1ea1fd758,80-2,507.0785,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 80-2,-70.9050879015,-29.1526268891,80.000000000000000,2.000000000000000,,V,,,,
7d440777b2cf,29-308,500.4373,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 29-308,-71.299873342,-29.6381696856,29.000000000000000,308.000000000000000,Punta Colorada,V,,,,
0c2ad9436e5a,180-121,468.4611,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 180-121,-71.4706502698,-29.2153589371,180.000000000000000,121.000000000000000,,V,,,,
3e2bc1a6d6d3,49-13,434.0791,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 49-13,-71.2025857739,-29.3353292712,49.000000000000000,13.000000000000000,,V,,,,
f038e4a61834,80-2,426.5066,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 80-2,-70.8590064834,-29.1534012895,80.000000000000000,2.000000000000000,,V,,,,
c834ee83d085,30-3,366.9706,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 30-3,-71.2409958345,-29.4408787765,30.000000000000000,3.000000000000000,,V,,,,
6bad7e858d15,49-13,305.6116,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 49-13,-71.2643628519,-29.3143526772,49.000000000000000,13.000000000000000,,V,,,,
04d816d2c583,33-1,299.3497,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 33-1,-71.2993710306,-29.4564826337,33.000000000000000,1.000000000000000,,V,,,,
442bb342bc67,50-1,294.8515,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 50-1,-71.5405094187,-29.267085457,50.000000000000000,1.000000000000000,,V,,,,
fae1e50a9ed0,30-189,292.5229,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 30-189,-71.303572144,-29.4677413228,30.000000000000000,189.000000000000000,,V,,,,
540d2ab9577a,79-15,271.7387,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 79-15,-70.9309152655,-29.3545851132,79.000000000000000,15.000000000000000,,V,,,,
9e739b730418,160-8,251.5269,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 160-8,-71.3267974771,-29.3285736076,160.000000000000000,8.000000000000000,,V,,,,
56c77e9b7363,79-7,236.5196,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 79-7,-70.939417133,-29.3633528168,79.000000000000000,7.000000000000000,,V,,,,
0176450d84bd,79-25,235.557,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 79-25,-70.9604120024,-29.3668823509,79.000000000000000,25.000000000000000,,V,,,,
9a7cf446f08d,65-143,227.6371,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 65-143,-71.33813262,-29.2577337709,65.000000000000000,143.000000000000000,,V,,,,
843a9d70ef6f,24-88,219.7505,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 24-88,-70.8370488844,-29.1969757994,24.000000000000000,88.000000000000000,,V,,,,
7da9fa650a54,33-398,202.7936,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 33-398,-71.3011355273,-29.401552817,33.000000000000000,398.000000000000000,,V,,,,
229b88505c7f,50-156,202.5644,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 50-156,-71.0054078997,-29.3489501864,50.000000000000000,156.000000000000000,,V,,,,
b1ea4a89d9c0,53-401,198.7802,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 53-401,-71.3565823882,-29.2891542113,53.000000000000000,401.000000000000000,,V,,,,
516a368f57e3,49-81,198.6252,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 49-81,-71.3901793744,-29.2613362879,49.000000000000000,81.000000000000000,,V,,,,
5946102f887f,50-2,196.0554,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 50-2,-71.4798729434,-29.260703516,50.000000000000000,2.000000000000000,,V,,,,
6d7c97febc99,24-151,191.7385,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 24-151,-71.0963406455,-29.3631799419,24.000000000000000,151.000000000000000,,V,,,,
c40a18536104,24-133,186.7747,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 24-133,-70.9052842947,-29.1741205278,24.000000000000000,133.000000000000000,,V,,,,
25c62b3b7185,79-22,177.2395,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 79-22,-70.9228109602,-29.3556114199,79.000000000000000,22.000000000000000,,V,,,,
0d53598139b7,160-1,164.576,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 160-1,-71.3454358026,-29.3062269897,160.000000000000000,1.000000000000000,,V,,,,
c6926a569bd6,80-3,161.3124,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 80-3,-70.8943841357,-29.1492904791,80.000000000000000,3.000000000000000,,V,,,,
67050574c4f4,160-3,157.242,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 160-3,-71.3385838091,-29.3115488128,160.000000000000000,3.000000000000000,,V,,,,
8c937620dba9,33-440,147.6432,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 33-440,-71.3028542568,-29.4315463951,33.000000000000000,440.000000000000000,,V,,,,
de60b83563cb,33-438,141.5815,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 33-438,-71.2947231077,-29.436753746,33.000000000000000,438.000000000000000,,V,,,,
7db5778d21fc,24-91,127.0388,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 24-91,-70.9166673845,-29.3076896213,24.000000000000000,91.000000000000000,,V,,,,
72bfe6405fa9,160-5,123.8269,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 160-5,-71.3373672124,-29.3160466877,160.000000000000000,5.000000000000000,,V,,,,
b7e199c79f38,79-21,118.7613,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 79-21,-70.9567509883,-29.3788715962,79.000000000000000,21.000000000000000,,V,,,,
4b9f806c1e38,49-33,105.7214,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 49-33,-71.3976074619,-29.2379991882,49.000000000000000,33.000000000000000,,V,,,,
edac1e687410,24-152,105.2363,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 24-152,-71.0451857779,-29.3613254075,24.000000000000000,152.000000000000000,Quebrada Los Choros,V,,,,
ff72d11f4746,49-13,104.2603,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 49-13,-71.3477602893,-29.2958804336,49.000000000000000,13.000000000000000,,V,,,,
01ed5e614d92,49-82,104.1586,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 49-82,-71.384580044,-29.2565224774,49.000000000000000,82.000000000000000,,V,,,,
2681cb2aef1a,49-55,103.5134,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 49-55,-71.3813985206,-29.2527389011,49.000000000000000,55.000000000000000,,V,,,,
f4a689c55d55,160-4,103.0026,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 160-4,-71.318191486,-29.3162068902,160.000000000000000,4.000000000000000,,V,,,,
c3df8581f092,49-49,101.7752,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 49-49,-71.3760735341,-29.2750779036,49.000000000000000,49.000000000000000,,V,,,,
c2f78ef39b4c,49-124,99.5125,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 49-124,-71.3539038489,-29.2525129222,49.000000000000000,124.000000000000000,,V,,,,
97abea055e12,0-0,96.6642,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 0-0,-70.9063589738,-29.3780414617,0.000000000000000,0.000000000000000,Quebrada Los Choros,V,,,,
6ee84b7941c7,0-0,96.0148,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 0-0,-71.1410987601,-29.3614407655,0.000000000000000,0.000000000000000,,V,,,,
8ea13f36ace6,0-0,90.5657,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 0-0,-71.3891076756,-29.2441265216,0.000000000000000,0.000000000000000,,V,,,,
b5eb8ec7fa95,49-53,89.2049,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 49-53,-71.4072668947,-29.2544721414,49.000000000000000,53.000000000000000,,V,,,,
7d6359200548,49-49,87.9243,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 49-49,-71.3796709463,-29.2782784581,49.000000000000000,49.000000000000000,,V,,,,
61c31c326e6b,0-0,86.9952,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 0-0,-70.9093970107,-29.3080399043,0.000000000000000,0.000000000000000,Quebrada El Pelicano,V,,,,
5bf23be645ec,49-80,83.4446,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 49-80,-71.3670373951,-29.2844755457,49.000000000000000,80.000000000000000,,V,,,,
ade64864fb8a,24-89,82.4911,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 24-89,-70.9091068927,-29.2991354885,24.000000000000000,89.000000000000000,,V,,,,
9217ad5bfa8e,24-54,81.3684,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 24-54,-71.0373595542,-29.3520634403,24.000000000000000,54.000000000000000,,V,,,,
b87ebd2c6d34,24-58,80.6651,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 24-58,-71.0668594288,-29.3608996097,24.000000000000000,58.000000000000000,,V,,,,
565ac4c57571,0-0,80.2697,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 0-0,-70.996476603,-29.3670418948,0.000000000000000,0.000000000000000,Quebrada Los Choros,V,,,,
1c5e98c45389,33-469,78.4293,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 33-469,-71.2955450532,-29.4445811901,33.000000000000000,469.000000000000000,Chungungo,V,,,,
1c2ea374b808,0-0,75.3023,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 0-0,-71.5525405449,-29.5843731064,0.000000000000000,0.000000000000000,Islotes Pajaros,V,,,,
904653686649,50-58,70.8638,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 50-58,-70.9314374626,-29.369428923,50.000000000000000,58.000000000000000,,V,,,,
c7d61b006090,49-31,69.9723,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 49-31,-71.3713000462,-29.2673062673,49.000000000000000,31.000000000000000,,V,,,,
8626d555a3c2,50-3,65.8988,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 50-3,-71.5262953969,-29.2353332488,50.000000000000000,3.000000000000000,,V,,,,
192469ab9195,24-155,64.8281,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 24-155,-71.0535344455,-29.354262886,24.000000000000000,155.000000000000000,,V,,,,
4c66defd0735,24-166,63.8987,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 24-166,-71.0465074454,-29.357655561,24.000000000000000,166.000000000000000,,V,,,,
7e685a68380c,49-34,63.8494,3,desconocido,DESCONOCIDO,NO_INVESTIGADO,rol 49-34,-71.3258789313,-29.245168409,49.000000000000000,34.000000000000000,,V,,,,
